logFC	unshrunk.logFC	logCPM	PValue	FDR
ENSG00000002586	3.3300851454411	3.33014046754328	8.92541551355745	0.00107828743506373	0.0234656347681048
ENSG00000003436	3.91695712238495	3.91852971419957	4.72419029859982	0.000308632786461903	0.00994465109275243
ENSG00000005073	9.25937487860234	144269484.833625	0.333290382273369	0.000217574807031763	0.00781391427515562
ENSG00000007968	5.64082779025712	5.66338010622266	2.673359397614	1.43046340272278e-06	0.000204276945333205
ENSG00000008196	7.76735907623101	8.39323874556107	0.358426930789593	0.000298438211528025	0.00971998353173733
ENSG00000011028	4.16211288134693	4.1622907809765	8.12176918494095	0.000659710069654854	0.0168302778235204
ENSG00000012223	9.36220749440663	9.36422142029645	9.87885166672783	8.10453665424071e-07	0.000134825873632437
ENSG00000015413	5.04483569892569	5.09483987804613	0.956219803162415	0.00144528937119979	0.0283536861191367
ENSG00000024526	3.56465852249991	3.56931726492511	2.79147611409574	0.00248887264967353	0.0409450937472536
ENSG00000026025	4.01247984340669	4.01249574048594	11.4493790638165	4.60753101985481e-06	0.000477245294562987
ENSG00000026508	4.36306795346327	4.36315350403673	9.38670078543328	6.43806581397538e-05	0.00323012548231424
ENSG00000026751	4.29580450732785	4.31613048562777	1.45970881167039	0.000398092650353361	0.0118127296846647
ENSG00000029559	6.58904333334576	6.59950638919806	4.72421769998939	1.7677068345297e-05	0.00129671236305592
ENSG00000037965	5.80297533678224	6.14889417012439	-0.865290697115115	8.43367153894404e-05	0.00389919978775623
ENSG00000038945	4.24516269621088	4.24576832397766	6.44154217867524	5.87559509502344e-05	0.00301705557496374
ENSG00000041982	5.37511449791904	5.37524400425643	9.82650499389526	7.8368612273465e-06	0.000717226690459103
ENSG00000046774	7.33114078787683	7.97077742887435	-0.123106761742816	0.00268139871447039	0.0431657962247174
ENSG00000047457	5.04228826834093	5.04290576122258	7.23438555718933	0.00118895863109077	0.0249043922252685
ENSG00000049249	4.91165779852316	4.95817088617413	0.922335699607495	0.000417543559238247	0.0122890198276291
ENSG00000051180	3.72424222342114	3.73149324257311	2.32870647833504	0.000453906168022167	0.013072280977383
ENSG00000064666	3.53158936161687	3.53224921214841	5.56713914351333	0.00144866427948386	0.0283782984748891
ENSG00000064886	5.60266822853067	5.60297074125907	8.8339036095943	2.7635885308848e-05	0.00178332742257684
ENSG00000065328	4.74391633169151	4.7594520285445	2.29388501485106	4.82832754292609e-05	0.00263635422898141
